username,cursornum,primary_id,cursor_id,x,y,rotated_angle,time
k,50,16,41,-288.1497,406.1899,2.25802,0.2275658
k,50,17,7,-181.0626,487.2408,2.356194,0.2275658
k,50,18,6,-344.118,-101.1526,2.454369,0.2275658
k,50,19,12,241.4651,-255.0954,2.552544,0.2275658
k,50,20,45,-4.504089,58.88965,2.650719,0.2275658
k,50,21,0,308.9651,514.2935,2.748893,0.2275658
k,50,22,44,-230.0544,538.6521,2.847068,0.2275658
k,50,23,48,-20.17627,388.0643,2.945243,0.2275658
k,50,24,29,-489.8216,14.6618,3.043418,0.2275658
k,50,25,27,311.4928,-119.7598,3.141593,0.2275658
k,50,26,30,-19.07111,-257.7883,3.239767,0.2275658
k,50,27,36,45.64325,-127.9573,3.337942,0.2275658
k,50,28,39,-187.4464,-413.1235,3.436117,0.2275658
k,50,29,21,343.51,-442.4938,3.534292,0.2275658
k,50,30,26,-276.1599,-529.7383,3.632467,0.2275658
k,50,31,24,262.0941,39.72426,3.730641,0.2275658
k,50,32,14,123.1505,323.6844,3.828816,0.2275658
k,50,33,10,257.3636,340.0641,3.926991,0.2275658
k,50,34,38,148.6228,-132.2849,4.025166,0.2275658
k,50,35,20,-170.3423,-515.8951,4.12334,0.2275658
k,50,36,47,374.6733,452.4123,4.221515,0.2275658
k,50,37,49,-505.9777,-300.0273,4.31969,0.2275658
k,50,38,31,-146.1271,-50.4102,4.417865,0.2275658
k,50,39,22,23.65314,309.1578,4.516039,0.2275658
k,50,40,18,429.3541,-477.8352,4.614214,0.2275658
k,50,41,2,-172.4592,290.9692,4.712389,0.2275658
k,50,42,34,435.9056,-210.2282,4.810564,0.2275658
k,50,43,28,-131.7427,-77.86128,4.908739,0.2275658
k,50,44,23,470.7341,-502.7097,5.006913,0.2275658
k,50,45,9,-219.1181,-457.4187,5.105088,0.2275658
k,50,46,32,395.5691,-345.8283,5.203263,0.2275658
k,50,47,17,-9.7948,-536.3729,5.301437,0.2275658
k,50,48,15,284.1304,-500.6777,5.399612,0.2275658
k,50,49,46,-308.6968,426.7365,5.497787,0.2275658
k,50,0,13,-439.2337,-145.3146,0,0.2312889
k,50,1,5,-173.6495,-111.9481,0.7853982,0.2312889
k,50,2,43,504.2605,96.37019,0.8835729,0.2312889
k,50,3,3,-504.2668,-2.230713,0.9817477,0.2312889
k,50,4,16,-467.9661,391.4236,1.079922,0.2312889
k,50,5,8,-18.13794,208.395,1.178097,0.2312889
k,50,6,11,105.2832,-337.5165,1.276272,0.2312889
k,50,7,4,212.8886,-50.42731,1.374447,0.2312889
k,50,8,35,532.0564,-484.1598,1.472622,0.2312889
k,50,9,42,237.4122,-208.5979,1.570796,0.2312889
k,50,10,33,-117.8404,-484.5587,1.668971,0.2312889
k,50,11,1,-434.6334,315.108,1.767146,0.2312889
k,50,12,25,237.6418,292.2574,1.865321,0.2312889
k,50,13,37,-41.75832,-331.8416,1.963495,0.2312889
k,50,14,40,-385.1059,-127.1216,2.06167,0.2312889
k,50,15,19,50.80324,-58.93445,2.159845,0.2312889
k,50,16,41,-288.1497,406.1899,2.25802,0.2312889
k,50,17,7,-181.0626,487.2408,2.356194,0.2312889
k,50,18,6,-344.118,-101.1526,2.454369,0.2312889
k,50,19,12,241.4651,-255.0954,2.552544,0.2312889
k,50,20,45,-4.504089,58.88965,2.650719,0.2312889
k,50,21,0,308.9651,514.2935,2.748893,0.2312889
k,50,22,44,-230.0544,538.6521,2.847068,0.2312889
k,50,23,48,-20.17627,388.0643,2.945243,0.2312889
k,50,24,29,-489.8216,14.6618,3.043418,0.2312889
k,50,25,27,311.4928,-119.7598,3.141593,0.2312889
k,50,26,30,-19.07111,-257.7883,3.239767,0.2312889
k,50,27,36,45.64325,-127.9573,3.337942,0.2312889
k,50,28,39,-187.4464,-413.1235,3.436117,0.2312889
k,50,29,21,343.51,-442.4938,3.534292,0.2312889
k,50,30,26,-276.1599,-529.7383,3.632467,0.2312889
k,50,31,24,262.0941,39.72426,3.730641,0.2312889
k,50,32,14,123.1505,323.6844,3.828816,0.2312889
k,50,33,10,257.3636,340.0641,3.926991,0.2312889
k,50,34,38,148.6228,-132.2849,4.025166,0.2312889
k,50,35,20,-170.3423,-515.8951,4.12334,0.2312889
k,50,36,47,374.6733,452.4123,4.221515,0.2312889
k,50,37,49,-505.9777,-300.0273,4.31969,0.2312889
k,50,38,31,-146.1271,-50.4102,4.417865,0.2312889
k,50,39,22,23.65314,309.1578,4.516039,0.2312889
k,50,40,18,429.3541,-477.8352,4.614214,0.2312889
k,50,41,2,-172.4592,290.9692,4.712389,0.2312889
k,50,42,34,435.9056,-210.2282,4.810564,0.2312889
k,50,43,28,-131.7427,-77.86128,4.908739,0.2312889
k,50,44,23,470.7341,-502.7097,5.006913,0.2312889
k,50,45,9,-219.1181,-457.4187,5.105088,0.2312889
k,50,46,32,395.5691,-345.8283,5.203263,0.2312889
k,50,47,17,-9.7948,-536.3729,5.301437,0.2312889
k,50,48,15,284.1304,-500.6777,5.399612,0.2312889
k,50,49,46,-308.6968,426.7365,5.497787,0.2312889
k,50,0,13,-439.2337,-145.3146,0,0.2404366
k,50,1,5,-173.6495,-111.9481,0.7853982,0.2404366
k,50,2,43,504.2605,96.37019,0.8835729,0.2404366
k,50,3,3,-504.2668,-2.230713,0.9817477,0.2404366
k,50,4,16,-467.9661,391.4236,1.079922,0.2404366
k,50,5,8,-18.13794,208.395,1.178097,0.2404366
k,50,6,11,105.2832,-337.5165,1.276272,0.2404366
k,50,7,4,212.8886,-50.42731,1.374447,0.2404366
k,50,8,35,532.0564,-484.1598,1.472622,0.2404366
k,50,9,42,237.4122,-208.5979,1.570796,0.2404366
k,50,10,33,-117.8404,-484.5587,1.668971,0.2404366
k,50,11,1,-434.6334,315.108,1.767146,0.2404366
k,50,12,25,237.6418,292.2574,1.865321,0.2404366
k,50,13,37,-41.75832,-331.8416,1.963495,0.2404366
k,50,14,40,-385.1059,-127.1216,2.06167,0.2404366
k,50,15,19,50.80324,-58.93445,2.159845,0.2404366
k,50,16,41,-288.1497,406.1899,2.25802,0.2404366
k,50,17,7,-181.0626,487.2408,2.356194,0.2404366
k,50,18,6,-344.118,-101.1526,2.454369,0.2404366
k,50,19,12,241.4651,-255.0954,2.552544,0.2404366
k,50,20,45,-4.504089,58.88965,2.650719,0.2404366
k,50,21,0,308.9651,514.2935,2.748893,0.2404366
k,50,22,44,-230.0544,538.6521,2.847068,0.2404366
k,50,23,48,-20.17627,388.0643,2.945243,0.2404366
k,50,24,29,-489.8216,14.6618,3.043418,0.2404366
k,50,25,27,311.4928,-119.7598,3.141593,0.2404366
k,50,26,30,-19.07111,-257.7883,3.239767,0.2404366
k,50,27,36,45.64325,-127.9573,3.337942,0.2404366
k,50,28,39,-187.4464,-413.1235,3.436117,0.2404366
k,50,29,21,343.51,-442.4938,3.534292,0.2404366
k,50,30,26,-276.1599,-529.7383,3.632467,0.2404366
k,50,31,24,262.0941,39.72426,3.730641,0.2404366
k,50,32,14,123.1505,323.6844,3.828816,0.2404366
k,50,33,10,257.3636,340.0641,3.926991,0.2404366
k,50,34,38,148.6228,-132.2849,4.025166,0.2404366
k,50,35,20,-170.3423,-515.8951,4.12334,0.2404366
k,50,36,47,374.6733,452.4123,4.221515,0.2404366
k,50,37,49,-505.9777,-300.0273,4.31969,0.2404366
k,50,38,31,-146.1271,-50.4102,4.417865,0.2404366
k,50,39,22,23.65314,309.1578,4.516039,0.2404366
k,50,40,18,429.3541,-477.8352,4.614214,0.2404366
k,50,41,2,-172.4592,290.9692,4.712389,0.2404366
k,50,42,34,435.9056,-210.2282,4.810564,0.2404366
k,50,43,28,-131.7427,-77.86128,4.908739,0.2404366
k,50,44,23,470.7341,-502.7097,5.006913,0.2404366
k,50,45,9,-219.1181,-457.4187,5.105088,0.2404366
k,50,46,32,395.5691,-345.8283,5.203263,0.2404366
k,50,47,17,-9.7948,-536.3729,5.301437,0.2404366
k,50,48,15,284.1304,-500.6777,5.399612,0.2404366
k,50,49,46,-308.6968,426.7365,5.497787,0.2404366
